IDX__global,IDX__step,IDX__sub_step,TARG__EM_price,FUTU__EM_load_f,FUTU__EM_solar_f,FUTU__EM_wind_f,CONST__wd_sin,CONST__wd_cos,CONST__mnth_sin,CONST__mnth_cos,CONST__yd_sin,CONST__yd_cos,Hour,Date
13141,547,13,35.91,4966.0,352.0,585.0,-0.781831,0.62349,-0.5,-0.866025,-0.043022,-0.999074,13,2016-07-03
13142,547,14,36.02,4899.0,361.0,431.0,-0.781831,0.62349,-0.5,-0.866025,-0.043022,-0.999074,14,2016-07-03
13143,547,15,34.3,4833.0,355.0,341.0,-0.781831,0.62349,-0.5,-0.866025,-0.043022,-0.999074,15,2016-07-03
13144,547,16,32.8,5158.0,335.0,295.0,-0.781831,0.62349,-0.5,-0.866025,-0.043022,-0.999074,16,2016-07-03
13145,547,17,32.53,4850.0,300.0,299.0,-0.781831,0.62349,-0.5,-0.866025,-0.043022,-0.999074,17,2016-07-03
13146,547,18,35.91,4822.0,246.0,354.0,-0.781831,0.62349,-0.5,-0.866025,-0.043022,-0.999074,18,2016-07-03
13147,547,19,35.38,4900.0,183.0,454.0,-0.781831,0.62349,-0.5,-0.866025,-0.043022,-0.999074,19,2016-07-03
13148,547,20,41.1,5076.0,103.0,619.0,-0.781831,0.62349,-0.5,-0.866025,-0.043022,-0.999074,20,2016-07-03
13149,547,21,46.5,5337.0,23.0,868.0,-0.781831,0.62349,-0.5,-0.866025,-0.043022,-0.999074,21,2016-07-03
13150,547,22,47.46,5602.0,0.0,1019.0,-0.781831,0.62349,-0.5,-0.866025,-0.043022,-0.999074,22,2016-07-03
13151,547,23,46.69,5569.0,0.0,1017.0,-0.781831,0.62349,-0.5,-0.866025,-0.043022,-0.999074,23,2016-07-03
13152,548,0,35.41,5121.0,0.0,967.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,0,2016-07-04
13153,548,1,31.67,4732.0,0.0,1114.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,1,2016-07-04
13154,548,2,31.67,4545.0,0.0,1258.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,2,2016-07-04
13155,548,3,31.67,4360.0,0.0,1298.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,3,2016-07-04
13156,548,4,31.67,4337.0,0.0,1313.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,4,2016-07-04
13157,548,5,31.67,4357.0,0.0,1183.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,5,2016-07-04
13158,548,6,32.4,4331.0,0.0,1084.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,6,2016-07-04
13159,548,7,40.11,4478.0,17.0,1052.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,7,2016-07-04
13160,548,8,41.83,4875.0,80.0,920.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,8,2016-07-04
13161,548,9,42.73,5576.0,144.0,601.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,9,2016-07-04
13162,548,10,42.08,6126.0,200.0,401.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,10,2016-07-04
13163,548,11,42.91,6366.0,249.0,322.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,11,2016-07-04
13164,548,12,44.57,6504.0,295.0,282.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,12,2016-07-04
13165,548,13,47.1,6490.0,317.0,271.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,13,2016-07-04
13166,548,14,47.12,6480.0,325.0,272.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,14,2016-07-04
13167,548,15,46.94,6655.0,321.0,333.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,15,2016-07-04
13168,548,16,45.83,6754.0,305.0,398.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,16,2016-07-04
13169,548,17,46.69,6831.0,276.0,424.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,17,2016-07-04
13170,548,18,44.68,6735.0,234.0,462.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,18,2016-07-04
13171,548,19,42.83,6598.0,181.0,457.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,19,2016-07-04
13172,548,20,43.0,6584.0,113.0,457.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,20,2016-07-04
13173,548,21,44.54,6548.0,30.0,543.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,21,2016-07-04
13174,548,22,44.72,6512.0,0.0,539.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,22,2016-07-04
13175,548,23,43.0,6438.0,0.0,468.0,0.0,1.0,-0.5,-0.866025,-0.060213,-0.998186,23,2016-07-04
13176,549,0,44.69,3516.0,0.0,452.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,0,2016-07-05
13177,549,1,41.28,4964.0,0.0,382.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,1,2016-07-05
13178,549,2,39.17,4714.0,0.0,316.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,2,2016-07-05
13179,549,3,37.0,4537.0,0.0,265.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,3,2016-07-05
13180,549,4,37.0,4422.0,0.0,251.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,4,2016-07-05
13181,549,5,36.0,4461.0,0.0,255.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,5,2016-07-05
13182,549,6,36.6,4487.0,0.0,263.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,6,2016-07-05
13183,549,7,39.74,4810.0,9.0,296.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,7,2016-07-05
13184,549,8,40.11,5294.0,75.0,265.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,8,2016-07-05
13185,549,9,42.86,5905.0,141.0,197.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,9,2016-07-05
13186,549,10,42.74,6357.0,199.0,199.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,10,2016-07-05
13187,549,11,42.57,6512.0,250.0,233.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,11,2016-07-05
13188,549,12,44.38,6648.0,294.0,259.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,12,2016-07-05
13189,549,13,44.69,6608.0,318.0,289.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,13,2016-07-05
13190,549,14,45.3,6569.0,327.0,282.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,14,2016-07-05
13191,549,15,45.79,6703.0,325.0,284.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,15,2016-07-05
13192,549,16,45.94,6718.0,309.0,309.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,16,2016-07-05
13193,549,17,45.69,6646.0,278.0,299.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,17,2016-07-05
13194,549,18,43.89,6547.0,237.0,324.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,18,2016-07-05
13195,549,19,42.3,6472.0,183.0,317.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,19,2016-07-05
13196,549,20,42.03,6415.0,114.0,413.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,20,2016-07-05
13197,549,21,42.52,6373.0,30.0,434.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,21,2016-07-05
13198,549,22,42.34,6515.0,0.0,525.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,22,2016-07-05
13199,549,23,43.22,6397.0,0.0,540.0,0.781831,0.62349,-0.5,-0.866025,-0.077386,-0.997001,23,2016-07-05
13200,550,0,43.03,5396.0,0.0,626.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,0,2016-07-06
13201,550,1,39.25,5303.0,0.0,608.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,1,2016-07-06
13202,550,2,37.0,5012.0,0.0,595.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,2,2016-07-06
13203,550,3,36.0,4909.0,0.0,568.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,3,2016-07-06
13204,550,4,35.91,4825.0,0.0,572.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,4,2016-07-06
13205,550,5,35.91,4807.0,0.0,595.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,5,2016-07-06
13206,550,6,36.07,4697.0,0.0,682.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,6,2016-07-06
13207,550,7,42.0,4700.0,11.0,715.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,7,2016-07-06
13208,550,8,42.89,5246.0,47.0,703.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,8,2016-07-06
13209,550,9,43.1,5920.0,93.0,555.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,9,2016-07-06
13210,550,10,44.03,6320.0,149.0,409.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,10,2016-07-06
13211,550,11,44.4,6535.0,192.0,323.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,11,2016-07-06
13212,550,12,45.0,6699.0,224.0,280.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,12,2016-07-06
13213,550,13,44.89,6558.0,241.0,280.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,13,2016-07-06
13214,550,14,44.69,6589.0,246.0,265.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,14,2016-07-06
13215,550,15,44.0,6712.0,242.0,180.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,15,2016-07-06
13216,550,16,44.1,6741.0,226.0,163.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,16,2016-07-06
13217,550,17,44.31,6757.0,198.0,213.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,17,2016-07-06
13218,550,18,43.39,6561.0,158.0,171.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,18,2016-07-06
13219,550,19,42.88,6456.0,112.0,163.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,19,2016-07-06
13220,550,20,43.0,6433.0,62.0,239.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,20,2016-07-06
13221,550,21,43.51,6374.0,13.0,275.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,21,2016-07-06
13222,550,22,43.1,6422.0,0.0,391.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,22,2016-07-06
13223,550,23,42.83,6273.0,0.0,321.0,0.974928,-0.222521,-0.5,-0.866025,-0.094537,-0.995521,23,2016-07-06
13224,551,0,43.8,5782.0,0.0,345.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,0,2016-07-07
13225,551,1,41.39,5261.0,0.0,331.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,1,2016-07-07
13226,551,2,41.1,5021.0,0.0,270.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,2,2016-07-07
13227,551,3,40.11,4963.0,0.0,236.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,3,2016-07-07
13228,551,4,39.9,4816.0,0.0,248.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,4,2016-07-07
13229,551,5,41.66,4814.0,0.0,214.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,5,2016-07-07
13230,551,6,42.0,4812.0,0.0,187.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,6,2016-07-07
13231,551,7,42.6,4811.0,9.0,185.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,7,2016-07-07
13232,551,8,43.29,5246.0,73.0,169.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,8,2016-07-07
13233,551,9,43.8,5920.0,145.0,106.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,9,2016-07-07
13234,551,10,44.49,6320.0,209.0,93.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,10,2016-07-07
13235,551,11,44.3,6535.0,256.0,101.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,11,2016-07-07
13236,551,12,44.68,6720.0,290.0,113.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,12,2016-07-07
13237,551,13,44.68,6603.0,311.0,157.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,13,2016-07-07
13238,551,14,44.01,6585.0,320.0,177.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,14,2016-07-07
13239,551,15,43.69,6738.0,301.0,229.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,15,2016-07-07
13240,551,16,44.0,6788.0,288.0,265.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,16,2016-07-07
13241,551,17,44.49,6827.0,261.0,323.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,17,2016-07-07
13242,551,18,44.55,6644.0,225.0,376.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,18,2016-07-07
13243,551,19,44.05,6539.0,176.0,484.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,19,2016-07-07
13244,551,20,44.02,6537.0,91.0,548.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,20,2016-07-07
13245,551,21,44.68,6472.0,25.0,668.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,21,2016-07-07
13246,551,22,44.68,6493.0,0.0,792.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,22,2016-07-07
13247,551,23,42.75,6384.0,0.0,804.0,0.433884,-0.900969,-0.5,-0.866025,-0.111659,-0.993747,23,2016-07-07
13248,552,0,44.19,5757.0,0.0,867.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,0,2016-07-08
13249,552,1,42.0,5283.0,0.0,873.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,1,2016-07-08
13250,552,2,42.74,4992.0,0.0,870.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,2,2016-07-08
13251,552,3,41.0,4889.0,0.0,856.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,3,2016-07-08
13252,552,4,40.64,4805.0,0.0,832.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,4,2016-07-08
13253,552,5,40.98,4787.0,0.0,794.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,5,2016-07-08
13254,552,6,41.39,4677.0,0.0,695.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,6,2016-07-08
13255,552,7,42.89,4680.0,9.0,597.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,7,2016-07-08
13256,552,8,42.77,5226.0,76.0,510.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,8,2016-07-08
13257,552,9,42.88,5900.0,150.0,342.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,9,2016-07-08
13258,552,10,43.52,6300.0,213.0,227.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,10,2016-07-08
13259,552,11,43.52,6515.0,262.0,195.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,11,2016-07-08
13260,552,12,44.17,6679.0,300.0,226.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,12,2016-07-08
13261,552,13,44.19,6538.0,323.0,316.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,13,2016-07-08
13262,552,14,43.5,6569.0,332.0,382.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,14,2016-07-08
13263,552,15,42.83,6692.0,329.0,507.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,15,2016-07-08
13264,552,16,43.33,6721.0,313.0,657.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,16,2016-07-08
13265,552,17,42.74,6737.0,283.0,853.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,17,2016-07-08
13266,552,18,42.0,6541.0,241.0,1060.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,18,2016-07-08
13267,552,19,41.03,6436.0,186.0,1194.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,19,2016-07-08
13268,552,20,41.17,6413.0,117.0,1323.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,20,2016-07-08
13269,552,21,42.0,6354.0,31.0,1565.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,21,2016-07-08
13270,552,22,40.39,6402.0,0.0,1761.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,22,2016-07-08
13271,552,23,37.49,6253.0,0.0,1699.0,-0.433884,-0.900969,-0.5,-0.866025,-0.128748,-0.991677,23,2016-07-08
13272,553,0,44.19,5472.0,0.0,1356.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,0,2016-07-09
13273,553,1,43.01,4992.0,0.0,1298.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,1,2016-07-09
13274,553,2,40.17,4772.0,0.0,1157.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,2,2016-07-09
13275,553,3,40.21,4589.0,0.0,1043.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,3,2016-07-09
13276,553,4,40.1,4486.0,0.0,979.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,4,2016-07-09
13277,553,5,40.0,4436.0,0.0,926.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,5,2016-07-09
13278,553,6,40.0,4291.0,0.0,822.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,6,2016-07-09
13279,553,7,40.01,4164.0,27.0,698.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,7,2016-07-09
13280,553,8,44.01,4348.0,92.0,529.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,8,2016-07-09
13281,553,9,43.69,4734.0,163.0,296.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,9,2016-07-09
13282,553,10,40.17,5015.0,222.0,156.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,10,2016-07-09
13283,553,11,40.64,5235.0,268.0,111.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,11,2016-07-09
13284,553,12,41.5,5477.0,303.0,89.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,12,2016-07-09
13285,553,13,42.0,5460.0,322.0,119.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,13,2016-07-09
13286,553,14,40.64,5326.0,328.0,161.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,14,2016-07-09
13287,553,15,40.0,5334.0,323.0,217.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,15,2016-07-09
13288,553,16,37.16,5388.0,305.0,331.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,16,2016-07-09
13289,553,17,37.8,5304.0,274.0,472.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,17,2016-07-09
13290,553,18,40.0,5331.0,231.0,639.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,18,2016-07-09
13291,553,19,40.58,5370.0,175.0,821.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,19,2016-07-09
13292,553,20,43.69,5495.0,105.0,1048.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,20,2016-07-09
13293,553,21,44.02,5456.0,25.0,1377.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,21,2016-07-09
13294,553,22,43.89,5428.0,0.0,1645.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,22,2016-07-09
13295,553,23,42.69,5344.0,0.0,1589.0,-0.974928,-0.222521,-0.5,-0.866025,-0.145799,-0.989314,23,2016-07-09
13296,554,0,44.69,5135.0,0.0,1610.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,0,2016-07-10
13297,554,1,42.0,4749.0,0.0,1545.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,1,2016-07-10
13298,554,2,38.73,4490.0,0.0,1482.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,2,2016-07-10
13299,554,3,35.72,4306.0,0.0,1420.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,3,2016-07-10
13300,554,4,35.5,4206.0,0.0,1360.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,4,2016-07-10
13301,554,5,35.5,4143.0,0.0,1311.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,5,2016-07-10
13302,554,6,35.5,4007.0,0.0,1249.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,6,2016-07-10
13303,554,7,35.33,3903.0,16.0,1232.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,7,2016-07-10
13304,554,8,35.65,4076.0,83.0,1162.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,8,2016-07-10
13305,554,9,35.72,4312.0,155.0,924.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,9,2016-07-10
13306,554,10,36.12,4581.0,217.0,737.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,10,2016-07-10
13307,554,11,39.01,4879.0,265.0,720.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,11,2016-07-10
13308,554,12,39.2,5112.0,300.0,804.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,12,2016-07-10
13309,554,13,40.0,5201.0,321.0,943.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,13,2016-07-10
13310,554,14,40.0,5139.0,329.0,1082.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,14,2016-07-10
13311,554,15,36.4,5060.0,325.0,1346.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,15,2016-07-10
13312,554,16,35.18,5021.0,309.0,1664.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,16,2016-07-10
13313,554,17,35.0,4972.0,279.0,1915.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,17,2016-07-10
13314,554,18,36.8,4940.0,237.0,2072.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,18,2016-07-10
13315,554,19,39.44,5100.0,182.0,2156.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,19,2016-07-10
13316,554,20,43.39,5222.0,113.0,2175.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,20,2016-07-10
13317,554,21,44.19,5204.0,30.0,2249.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,21,2016-07-10
13318,554,22,44.44,5404.0,0.0,2318.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,22,2016-07-10
13319,554,23,44.44,5516.0,0.0,2171.0,-0.781831,0.62349,-0.5,-0.866025,-0.162807,-0.986658,23,2016-07-10
13320,555,0,42.0,5172.0,0.0,1982.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,0,2016-07-11
13321,555,1,35.33,4778.0,0.0,1930.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,1,2016-07-11
13322,555,2,33.52,4589.0,0.0,1838.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,2,2016-07-11
13323,555,3,32.69,4403.0,0.0,1763.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,3,2016-07-11
13324,555,4,33.2,4380.0,0.0,1694.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,4,2016-07-11
13325,555,5,34.4,4400.0,0.0,1659.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,5,2016-07-11
13326,555,6,36.56,4374.0,0.0,1658.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,6,2016-07-11
13327,555,7,42.89,4523.0,17.0,1654.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,7,2016-07-11
13328,555,8,42.1,4923.0,84.0,1489.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,8,2016-07-11
13329,555,9,43.69,5631.0,157.0,1204.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,9,2016-07-11
13330,555,10,44.69,6186.0,221.0,1065.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,10,2016-07-11
13331,555,11,45.19,6428.0,270.0,1063.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,11,2016-07-11
13332,555,12,45.69,6568.0,304.0,1084.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,12,2016-07-11
13333,555,13,45.19,6553.0,325.0,1156.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,13,2016-07-11
13334,555,14,44.69,6544.0,333.0,1255.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,14,2016-07-11
13335,555,15,44.01,6720.0,330.0,1492.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,15,2016-07-11
13336,555,16,42.69,6821.0,314.0,1814.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,16,2016-07-11
13337,555,17,42.86,6898.0,284.0,2092.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,17,2016-07-11
13338,555,18,41.23,6801.0,241.0,2309.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,18,2016-07-11
13339,555,19,39.44,6664.0,186.0,2470.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,19,2016-07-11
13340,555,20,40.1,6649.0,117.0,2575.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,20,2016-07-11
13341,555,21,40.1,6612.0,31.0,2678.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,21,2016-07-11
13342,555,22,40.14,6576.0,0.0,2824.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,22,2016-07-11
13343,555,23,42.0,6501.0,0.0,2758.0,0.0,1.0,-0.5,-0.866025,-0.179767,-0.983709,23,2016-07-11
13344,556,0,42.0,5157.0,0.0,2568.0,0.781831,0.62349,-0.5,-0.866025,-0.196673,-0.980469,0,2016-07-12
13345,556,1,37.16,5234.0,0.0,2529.0,0.781831,0.62349,-0.5,-0.866025,-0.196673,-0.980469,1,2016-07-12
13346,556,2,35.0,4962.0,0.0,2421.0,0.781831,0.62349,-0.5,-0.866025,-0.196673,-0.980469,2,2016-07-12
13347,556,3,34.6,4788.0,0.0,2310.0,0.781831,0.62349,-0.5,-0.866025,-0.196673,-0.980469,3,2016-07-12
